"BuySellIndicator","TransactionType","Sender","Receiver","SendersRef","Function","TradeRef","PreviousRef","TradeDate","SettlementDate","DealCcy","DealPrice","SGXSecurityCode","ISIN","SecurityDescription","Quantity","BuyerSeller","ClientAccount","CDPSafeKeepingAccount","PlaceofTrade","PlaceofSettlement","SettlementCcy","SettlementAmt","AccruedInterestCcy","AccruedInterestAmt","Blocktrade","PaymentIndicator","LocalorForeignIndicator","StatusID","Status","PSMSMatchedReference","TransferType","flag","NotReported","Rate","Price","DaName","CDPAccountName","Location","SettlementValue_BaseCurrency","SettlementValue_SGD","NewFee","OldFee","FeeGain"
"S","FDVP",659,278,"N019735134-1","NEWM","19735134",NA,20160518,20160523,"SGD",1.62,"2G52","SG2G52000004","FRASERS CENTREPOINT LIMITED",1800,"MLILGB3LESF","SG0000028311","6591-1514-6013","OTCO","CDPLSGSG","SGD",2922.02,"",NA,"N","","",15,"SETTLED","C16K200522339034","TRAD","Off-Exchange",NA,1,1.625,"Raffles Nominees (Pte) Limited","SCB-BARCLAYS C.S-SBL/PB-S28311","OMNIBUS",2922.02,2922.02,0,33,-33
"B","OFOP",659,659,"N019735142-1","NEWM","19735142",NA,20160518,20160523,"SGD",0,"1N89","SG1N89910219","SINGAPORE POST LIMITED",186606,"CSFBGB2LXXX","180184861","6591-1430-3668","OTCO","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822341296","TRAD","Off-Exchange",NA,1,1.58,"Raffles Nominees (Pte) Limited","SCB-CS INTL -SG20365","OMNIBUS",294837.48,294837.48,0,0,0
"S","OFOP",659,659,"N019735143-1","NEWM","19735143",NA,20160518,20160523,"SGD",0,"1N89","SG1N89910219","SINGAPORE POST LIMITED",186606,"SCBLSGSGXXX","180179086","6591-1407-9438","OTCO","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822341296","TRAD","Off-Exchange",NA,1,1.58,"Raffles Nominees (Pte) Limited","SCB-CSSE-AGENCY-SG356","OMNIBUS",294837.48,294837.48,100,100,0
"B","FDVP",659,278,"N019735146-1","NEWM","19735146",NA,20160518,20160523,"SGD",2.32,"1M77","SG1M77906915","ASCENDAS REAL ESTATE INV TRUST",79100,"MLILGB3LESF","SG0000028311","6591-1514-6013","OTCO","CDPLSGSG","SGD",183211.78,"",NA,"N","","",15,"SETTLED","C16K200522344408","TRAD","Off-Exchange",NA,1,2.31,"Raffles Nominees (Pte) Limited","SCB-BARCLAYS C.S-SBL/PB-S28311","OMNIBUS",183211.78,183211.78,0,33,-33
"B","FDVP",659,278,"N019735217-1","NEWM","19735217",NA,20160518,20160523,"SGD",0.63,"1H36","SG1H36875612","CHIP ENG SENG CORPORATION LTD",9500,"BOFAUS3N","289200742","6591-2514-2340","OTCO","CDPLSGSG","SGD",5989.79,"",NA,"N","","",15,"SETTLED","C16K200522338040","TRAD","Off-Exchange",NA,1,0.63,"Raffles Nominees (Pte) Limited",NA,NA,5989.79,5989.79,0,33,-33
"B","FDVP",282,561,"N019735229-1","NEWM","19735229",NA,20160518,20160523,"SGD",1.37,"1T66","SG1T66931158","CDL HOSPITALITY TRUSTS",3e+05,"BBHCUS33","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",412142.39,"",NA,"N","","",15,"SETTLED","C16K200522334756","TRAD","Off-Exchange",NA,1,1.38,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",412142.39,412142.39,0,33,-33
"B","FDVP",282,562,"N019735242-1","NEWM","19735242",NA,20160518,20160523,"SGD",0.62,"1AB5","SG1AB5000009","ACCORDIA GOLF TRUST",46800,"CHASGB2L","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",29028.43,"",NA,"N","","",15,"SETTLED","C16K200522334763","TRAD","Off-Exchange",NA,1,0.63,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",29028.43,29028.43,0,33,-33
"B","FDVP",282,590,"N019735259-1","NEWM","19735259",NA,20160518,20160523,"SGD",0.78,"1AA5","SG1AA5000001","FRASERS HOSPITALITY TRUST",200,"BBHCUS33","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",155.89,"",NA,"N","","",15,"SETTLED","C16K200522334953","TRAD","Off-Exchange",NA,1,0.785,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",155.89,155.89,0,33,-33
"S","FDVP",659,282,"N019735273-1","NEWM","19735273",NA,20160518,20160523,"SGD",0.9,"1T42","TH0902010014","THAI BEVERAGE PUBLIC CO LTD",250000,"MSLNGB2XXXX","180185426","6591-1443-0951","OTCO","CDPLSGSG","SGD",224476.87,"",NA,"N","","",15,"SETTLED","C16K200522341355","TRAD","Off-Exchange",NA,1,0.875,"Raffles Nominees (Pte) Limited","SCB-CS LLC-FIRM SEC-SG20585","OMNIBUS",224476.87,224476.87,0,33,-33
"B","FDVP",282,562,"N019735284-1","NEWM","19735284",NA,20160518,20160523,"SGD",0.78,"1AA5","SG1AA5000001","FRASERS HOSPITALITY TRUST",2100,"CHASGB2L","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",1636.85,"",NA,"N","","",15,"SETTLED","C16K200522334961","TRAD","Off-Exchange",NA,1,0.785,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",1636.85,1636.85,0,33,-33
"S","OFOP",659,659,"N019735299-1","NEWM","19735299",NA,20160518,20160523,"SGD",0,"1S04","SG1S04926220","OVERSEA-CHINESE BANKING CORP",23181,"CREDIT SUIS","SG0000073266","6591-1368-0244","OTCO","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822341109","TRAD","Off-Exchange",NA,1,8.45,"Raffles Nominees (Pte) Limited","SCB-CS (HK)-AGENCY-SG73266","OMNIBUS",195879.45,195879.45,100,100,0
"B","FDVP",282,562,"N019735317-1","NEWM","19735317",NA,20160518,20160523,"SGD",0.78,"1AA5","SG1AA5000001","FRASERS HOSPITALITY TRUST",300,"CHASGB2L","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",233.84,"",NA,"N","","",15,"SETTLED","C16K200522334964","TRAD","Off-Exchange",NA,1,0.785,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",233.84,233.84,0,33,-33
"B","FDVP",282,659,"N019735318-1","NEWM","19735318",NA,20160518,20160523,"SGD",1.66,"1W35","SG1W35938974","FIRST RESOURCES LIMITED",199500,"GSILGB2X","SG0000071700","2821-1671-1147","OTCO","CDPLSGSG","SGD",331343.86,"",NA,"N","","",15,"SETTLED","C16K200522341328","TRAD","Off-Exchange",NA,1,1.6,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC PTE  MSCO-FIRM AC","UNITED STATES",331343.86,331343.86,0,33,-33
"S","FDVP",282,659,"N019735327-1","NEWM","19735327",NA,20160518,20160523,"SGD",0.36,"1W57","MU0117U00026","GOLDEN AGRI-RESOURCES LTD",5e+05,"GSILGB2X","SG0000071700","2821-1671-1147","OTCO","CDPLSGSG","SGD",182404.2,"",NA,"N","","",15,"SETTLED","C16K200522344666","TRAD","Off-Exchange",NA,1,0.36,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC PTE  MSCO-FIRM AC","UNITED STATES",182404.2,182404.2,0,33,-33
"B","OFOP",659,659,"N019735892-1","NEWM","19735892",NA,20160518,20160523,"SGD",0,"1S04","SG1S04926220","OVERSEA-CHINESE BANKING CORP",23181,"CSFBHKHXXXX","180179086","6591-1407-9438","OTCO","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822341109","TRAD","Off-Exchange",NA,1,8.45,"Raffles Nominees (Pte) Limited","SCB-CSSE-AGENCY-SG356","OMNIBUS",195879.45,195879.45,0,0,0
"B","OFOP",659,659,"N019735906-1","NEWM","19735906",NA,20160518,20160523,"SGD",0,"2C47","SG2C47963963","VARD HOLDINGS LIMITED",204900,"BARCLAYS CA","SG0000028311","6591-1514-6013","OTCO","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822337028","TRAD","Off-Exchange",NA,1,0.197,"Raffles Nominees (Pte) Limited","SCB-BARCLAYS C.S-SBL/PB-S28311","OMNIBUS",40365.3,40365.3,0,0,0
"B","OFOP",659,659,"N019735915-1","NEWM","19735915",NA,20160518,20160523,"SGD",0,"2D54","SG2D54973185","SHENG SIONG GROUP LTD",106400,"BARCLAYS CA","SG0000028311","6591-1514-6013","OTCO","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822336585","","Off-Exchange",NA,1,0.885,"Raffles Nominees (Pte) Limited","SCB-BARCLAYS C.S-SBL/PB-S28311","OMNIBUS",94164,94164,75,0,75
"B","FDVP",282,659,"N019735994-1","NEWM","19735994",NA,20160518,20160523,"SGD",1.67,"1W35","SG1W35938974","FIRST RESOURCES LIMITED",135100,"GSILGB2X","SG0000071700","2821-1671-1147","OTCO","CDPLSGSG","SGD",225463.76,"",NA,"N","","",15,"SETTLED","C16K200522341690","TRAD","Off-Exchange",NA,1,1.6,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC PTE  MSCO-FIRM AC","UNITED STATES",225463.76,225463.76,0,33,-33
"S","OFOP",659,659,"N019735995-1","NEWM","19735995",NA,20160518,20160523,"SGD",0,"2D54","SG2D54973185","SHENG SIONG GROUP LTD",106400,"BC EQUITIES","SG0000055741","6591-1825-0891","OTCO","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822336585","","Off-Exchange",NA,1,0.885,"Raffles Nominees (Pte) Limited","SCB-BCSL-CAYMAN CLTS-SG55741","CAYMAN IS.",94164,94164,75,100,-25
"S","OFOP",659,659,"N019735996-1","NEWM","19735996",NA,20160518,20160523,"SGD",0,"2C47","SG2C47963963","VARD HOLDINGS LIMITED",204900,"BC EQUITIES","SG0000055741","6591-1825-0891","OTCO","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822337028","TRAD","Off-Exchange",NA,1,0.197,"Raffles Nominees (Pte) Limited","SCB-BCSL-CAYMAN CLTS-SG55741","CAYMAN IS.",40365.3,40365.3,100,100,0
"B","FDVP",282,278,"N019736640-1","NEWM","19736640",NA,20160518,20160523,"SGD",1.5,"1I86","SG1I86884935","SMRT CORPORATION LTD",8700,"MLILGB3LESF","SG0000077925","2821-1969-6448","OTCO","CDPLSGSG","SGD",13057.23,"",NA,"N","","",15,"SETTLED","C16K200522335353","TRAD","Off-Exchange",NA,1,1.505,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","MSIP-IPB CLIENT A/C-SG77925","UNITED KINGDOM",13057.23,13057.23,0,33,-33
"S","FDVP",282,278,"N019736659-1","NEWM","19736659",NA,20160518,20160523,"USD",6.11,"1R02","BMG4587L1090","HONGKONG LAND HOLDINGS LIMITED",59000,"MLPFUS31","SG0000077925","2821-1969-6448","OTCO","CDPLSGSG","USD",360547.54,"",NA,"N","","",15,"SETTLED","C16K200522334386","TRAD","Off-Exchange",NA,1.41265,6.08,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","MSIP-IPB CLIENT A/C-SG77925","UNITED KINGDOM",360547.54,509327.482381,0,33,-33
"S","FDVP",282,278,"N019736659-1","NEWM","19736659",NA,20160518,20160523,"USD",6.11,"1R02","BMG4587L1090","HONGKONG LAND HOLDINGS LIMITED",59000,"MLPFUS31","SG0000077925","2821-1969-6448","OTCO","CDPLSGSG","USD",360547.54,"",NA,"N","","",15,"SETTLED","C16K200522334386","TRAD","Off-Exchange",NA,1.38175,6.08,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","MSIP-IPB CLIENT A/C-SG77925","UNITED KINGDOM",360547.54,498186.563395,0,33,-33
"S","FDVP",282,278,"N019736681-1","NEWM","19736681",NA,20160518,20160523,"SGD",1.87,"2C26","SG2C26962630","GLOBAL LOGISTIC PROP LIMITED",75600,"MLILGB3LESF","SG0000077925","2821-1969-6448","OTCO","CDPLSGSG","SGD",141545.32,"",NA,"N","","",15,"SETTLED","C16K200522334123","TRAD","Off-Exchange",NA,1,1.825,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","MSIP-IPB CLIENT A/C-SG77925","UNITED KINGDOM",141545.32,141545.32,0,33,-33
"B","OFOP",282,282,"N019736694-1","NEWM","19736694",NA,20160518,20160523,"SGD",0,"1J17","SG1J17886040","PACIFIC CENTURY REGIONAL DEVTS",6e+05,"MSLNGB2X","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822334242","TRAD","Off-Exchange",NA,1,0.37,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",222000,222000,0,0,0
"S","OFOP",282,282,"N019736732-1","NEWM","19736732",NA,20160518,20160523,"SGD",0,"1J17","SG1J17886040","PACIFIC CENTURY REGIONAL DEVTS",6e+05,"MSLNGB2X","SG0000077925","2821-1969-6448","OTCO","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822334242","TRAD","Off-Exchange",NA,1,0.37,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","MSIP-IPB CLIENT A/C-SG77925","UNITED KINGDOM",222000,222000,100,100,0
"B","FDVP",282,659,"N019736758-1","NEWM","19736758",NA,20160518,20160523,"SGD",0.99,"1T06","SG1T06929205","CHINA AVIATION OIL(S) CORP LTD",27300,"GSILGB2X","SG0000077925","2821-1969-6448","OTCO","CDPLSGSG","SGD",26904.58,"",NA,"N","","",15,"SETTLED","C16K200522340928","TRAD","Off-Exchange",NA,1,0.98,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","MSIP-IPB CLIENT A/C-SG77925","UNITED KINGDOM",26904.58,26904.58,0,33,-33
"B","FDVP",282,278,"N019736775-1","NEWM","19736775",NA,20160518,20160523,"SGD",8.17,"531","SG0531000230","VENTURE CORPORATION LIMITED",30000,"MLILGB3LESF","SG0000077925","2821-1969-6448","OTCO","CDPLSGSG","SGD",245040.99,"",NA,"N","","",15,"SETTLED","C16K200522334287","TRAD","Off-Exchange",NA,1,8.26,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","MSIP-IPB CLIENT A/C-SG77925","UNITED KINGDOM",245040.99,245040.99,0,33,-33
"B","FDVP",282,659,"N019736776-1","NEWM","19736776",NA,20160518,20160523,"SGD",1.35,"1W12","BMG045121024","ARA ASSET MANAGEMENT LIMITED",17000,"GSILGB2X","SG0000077925","2821-1969-6448","OTCO","CDPLSGSG","SGD",22887.79,"",NA,"N","","",15,"SETTLED","C16K200522341306","TRAD","Off-Exchange",NA,1,1.335,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","MSIP-IPB CLIENT A/C-SG77925","UNITED KINGDOM",22887.79,22887.79,0,33,-33
"S","FDVP",282,659,"N019736841-1","NEWM","19736841",NA,20160518,20160523,"SGD",0.87,"1U22","SG1U22933048","RIVERSTONE HOLDINGS LIMITED",31000,"GSILGB2X","SG0000077925","2821-1969-6448","OTCO","CDPLSGSG","SGD",27108.04,"",NA,"N","","",15,"SETTLED","C16K200522343981","TRAD","Off-Exchange",NA,1,0.9,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","MSIP-IPB CLIENT A/C-SG77925","UNITED KINGDOM",27108.04,27108.04,0,33,-33
"B","FDVP",282,561,"N019736847-1","NEWM","19736847",NA,20160518,20160523,"SGD",0.73,"2F48","SG2F48989824","HALCYON AGRI CORPORATION LTD",12400,"PRSHUS33","SG0000077925","2821-1969-6448","OTCO","CDPLSGSG","SGD",9069.2,"",NA,"N","","",15,"SETTLED","C16K200522334196","TRAD","Off-Exchange",NA,1,0.73,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","MSIP-IPB CLIENT A/C-SG77925","UNITED KINGDOM",9069.2,9069.2,0,33,-33
"B","FDVP",282,557,"N019736862-1","NEWM","19736862",NA,20160518,20160523,"SGD",2.74,"1N31","SG1N31909426","COMFORTDELGRO CORPORATION LTD",207200,"DEUTSGSGCUS","SG0000071700","2821-1671-1147","OTCO","CDPLSGSG","SGD",567259.63,"",NA,"N","","",15,"SETTLED","C16K200522334135","TRAD","Off-Exchange",NA,1,2.75,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC PTE  MSCO-FIRM AC","UNITED STATES",567259.63,567259.63,0,33,-33
"S","FDVP",282,278,"N019736865-1","NEWM","19736865",NA,20160518,20160523,"SGD",1.17,"1T57","SG1T57930854","YANLORD LAND GROUP LIMITED",4800,"MLILGB3LESF","SG0000077925","2821-1969-6448","OTCO","CDPLSGSG","SGD",5627.67,"",NA,"N","","",15,"SETTLED","C16K200522333992","TRAD","Off-Exchange",NA,1,1.185,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","MSIP-IPB CLIENT A/C-SG77925","UNITED KINGDOM",5627.67,5627.67,0,33,-33
"B","FDVP",282,659,"N019736895-1","NEWM","19736895",NA,20160518,20160523,"SGD",2.74,"1N31","SG1N31909426","COMFORTDELGRO CORPORATION LTD",30800,"CSFBGB2L","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",84425.88,"",NA,"N","","",15,"SETTLED","C16K200522334191","TRAD","Off-Exchange",NA,1,2.75,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",84425.88,84425.88,0,33,-33
"S","FDVP",282,590,"N019736904-1","NEWM","19736904",NA,20160518,20160523,"SGD",10.57,"1V61","SG1V61937297","SINGAPORE AIRLINES LTD",74000,"BBHCUS33","SG0000071700","2821-1671-1147","OTCO","CDPLSGSG","SGD",782071.14,"",NA,"N","","",15,"SETTLED","C16K200522334299","TRAD","Off-Exchange",NA,1,10.6,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC PTE  MSCO-FIRM AC","UNITED STATES",782071.14,782071.14,0,33,-33
"S","FDVP",282,590,"N019736905-1","NEWM","19736905",NA,20160518,20160523,"SGD",1.13,"1T08","SG1T08929278","ASCOTT RESIDENCE TRUST",4100,"BBHCUS33","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",4618.61,"",NA,"N","","",15,"SETTLED","C16K200522334459","TRAD","Off-Exchange",NA,1,1.125,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",4618.61,4618.61,0,33,-33
"S","FDVP",282,562,"N019736906-1","NEWM","19736906",NA,20160518,20160523,"USD",54.56,"1A18","BMG507361001","JARDINE MATHESON HLDGS LTD",17621,"CHASGB2L","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","USD",961471.59,"",NA,"N","","",15,"SETTLED","C16K200522334505","TRAD","Off-Exchange",NA,1.41265,53.67,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",961471.59,1358222.8416135,0,33,-33
"S","FDVP",282,562,"N019736906-1","NEWM","19736906",NA,20160518,20160523,"USD",54.56,"1A18","BMG507361001","JARDINE MATHESON HLDGS LTD",17621,"CHASGB2L","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","USD",961471.59,"",NA,"N","","",15,"SETTLED","C16K200522334505","TRAD","Off-Exchange",NA,1.38175,53.67,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",961471.59,1328513.3694825,0,33,-33
"S","FDVP",282,562,"N019736907-1","NEWM","19736907",NA,20160518,20160523,"USD",6.14,"1R02","BMG4587L1090","HONGKONG LAND HOLDINGS LIMITED",12600,"CHASGB2L","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","USD",77307.52,"",NA,"N","","",15,"SETTLED","C16K200522334229","TRAD","Off-Exchange",NA,1.41265,6.08,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",77307.52,109208.468128,0,33,-33
"S","FDVP",282,562,"N019736907-1","NEWM","19736907",NA,20160518,20160523,"USD",6.14,"1R02","BMG4587L1090","HONGKONG LAND HOLDINGS LIMITED",12600,"CHASGB2L","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","USD",77307.52,"",NA,"N","","",15,"SETTLED","C16K200522334229","TRAD","Off-Exchange",NA,1.38175,6.08,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",77307.52,106819.66576,0,33,-33
"S","FDVP",282,562,"N019736909-1","NEWM","19736909",NA,20160518,20160523,"SGD",33.54,"1B51","SG1B51001017","JARDINE CYCLE & CARRIAGE LTD",3500,"CHASGB2L","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",117376.16,"",NA,"N","","",15,"SETTLED","C16K200522334227","TRAD","Off-Exchange",NA,1,32.31,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",117376.16,117376.16,0,33,-33
"S","FDVP",282,562,"N019736913-1","NEWM","19736913",NA,20160518,20160523,"SGD",3.46,"1V12","SG1V12936232","STARHUB LTD",18000,"CHASGB2L","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",62336.05,"",NA,"N","","",15,"SETTLED","C16K200522334228","TRAD","Off-Exchange",NA,1,3.45,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",62336.05,62336.05,0,33,-33
"S","FDVP",282,551,"N019736915-1","NEWM","19736915",NA,20160518,20160523,"USD",28.81,"1A20","BMG507641022","JARDINE STRATEGIC HLDGS LTD",500,"CITISGSG","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","USD",14407.07,"",NA,"N","","",15,"SETTLED","C16K200522333985","TRAD","Off-Exchange",NA,1.41265,28.45,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",14407.07,20352.1474355,0,33,-33
"S","FDVP",282,551,"N019736915-1","NEWM","19736915",NA,20160518,20160523,"USD",28.81,"1A20","BMG507641022","JARDINE STRATEGIC HLDGS LTD",500,"CITISGSG","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","USD",14407.07,"",NA,"N","","",15,"SETTLED","C16K200522333985","TRAD","Off-Exchange",NA,1.38175,28.45,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",14407.07,19906.9689725,0,33,-33
"S","FDVP",282,562,"N019736917-1","NEWM","19736917",NA,20160518,20160523,"USD",6.14,"1R02","BMG4587L1090","HONGKONG LAND HOLDINGS LIMITED",6300,"CHASGB2L","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","USD",38653.76,"",NA,"N","","",15,"SETTLED","C16K200522334506","TRAD","Off-Exchange",NA,1.41265,6.08,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",38653.76,54604.234064,0,33,-33
"S","FDVP",282,562,"N019736917-1","NEWM","19736917",NA,20160518,20160523,"USD",6.14,"1R02","BMG4587L1090","HONGKONG LAND HOLDINGS LIMITED",6300,"CHASGB2L","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","USD",38653.76,"",NA,"N","","",15,"SETTLED","C16K200522334506","TRAD","Off-Exchange",NA,1.38175,6.08,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",38653.76,53409.83288,0,33,-33
"S","FDVP",282,659,"N019736919-1","NEWM","19736919",NA,20160518,20160523,"SGD",0.75,"9014","GB0043620292","GENTING SINGAPORE PLC",1700,"CSFBGB2L","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",1267.29,"",NA,"N","","",15,"SETTLED","C16K200522336845","TRAD","Off-Exchange",NA,1,0.725,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",1267.29,1267.29,0,33,-33
"S","FDVP",282,562,"N019736925-1","NEWM","19736925",NA,20160518,20160523,"USD",6.14,"1R02","BMG4587L1090","HONGKONG LAND HOLDINGS LIMITED",28300,"CHASGB2L","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","USD",173635.13,"",NA,"N","","",15,"SETTLED","C16K200522333937","TRAD","Off-Exchange",NA,1.41265,6.08,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",173635.13,245285.6663945,0,33,-33
"S","FDVP",282,562,"N019736925-1","NEWM","19736925",NA,20160518,20160523,"USD",6.14,"1R02","BMG4587L1090","HONGKONG LAND HOLDINGS LIMITED",28300,"CHASGB2L","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","USD",173635.13,"",NA,"N","","",15,"SETTLED","C16K200522333937","TRAD","Off-Exchange",NA,1.38175,6.08,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",173635.13,239920.3408775,0,33,-33
"S","FDVP",282,557,"N019736928-1","NEWM","19736928",NA,20160518,20160523,"SGD",1.09,"1AF6","SG1AF6000009","KEPPEL DC REIT",31000,"DEUTSGSGCUS","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",33696.24,"",NA,"N","","",15,"SETTLED","C16K200522333982","TRAD","Off-Exchange",NA,1,1.075,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",33696.24,33696.24,0,33,-33
"S","FDVP",282,659,"N019736929-1","NEWM","19736929",NA,20160518,20160523,"SGD",0.75,"9014","GB0043620292","GENTING SINGAPORE PLC",53300,"CSFBGB2L","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",39754.65,"",NA,"N","","",15,"SETTLED","C16K200522336852","TRAD","Off-Exchange",NA,1,0.725,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",39754.65,39754.65,0,33,-33
"S","FDVP",282,561,"N019736932-1","NEWM","19736932",NA,20160518,20160523,"SGD",2.06,"1M51","SG1M51904654","CAPITALAND MALL TRUST",111500,"CNORGB22","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",229407.46,"",NA,"N","","",15,"SETTLED","C16K200522334507","TRAD","Off-Exchange",NA,1,2.05,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",229407.46,229407.46,0,33,-33
"S","FDVP",282,551,"N019736934-1","NEWM","19736934",NA,20160518,20160523,"SGD",15.06,"1L01","SG1L01001701","DBS GROUP HOLDINGS LTD",2500,"CITIGB2L","SG0000071700","2821-1671-1147","OTCO","CDPLSGSG","SGD",37656.04,"",NA,"N","","",15,"SETTLED","C16K200522333994","TRAD","Off-Exchange",NA,1,15.13,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC PTE  MSCO-FIRM AC","UNITED STATES",37656.04,37656.04,0,33,-33
"S","FDVP",282,590,"N019736937-1","NEWM","19736937",NA,20160518,20160523,"SGD",0.32,"1P62","BMG6542T1190","NOBLE GROUP LIMITED",20000,"COBADEFF","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",6402.72,"",NA,"N","","",15,"SETTLED","C16K200522334143","TRAD","Off-Exchange",NA,1,0.31,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",6402.72,6402.72,0,33,-33
